time_s,true_azimuth_deg,gimbal_azimuth_deg,pointing_error_deg,motor_current_A,temperature_C,battery_V
28.6,-18.109,-11.089,-7.021,0.449,22.0,12.548
28.65,-19.091,-11.877,-7.214,0.642,22.0,12.548
28.7,-20.058,-12.921,-7.137,1.138,22.0,12.548
28.75,-21.006,-13.924,-7.081,0.819,22.0,12.548
28.8,-21.933,-14.887,-7.046,0.789,22.0,12.548
28.85,-22.836,-15.869,-6.967,0.863,22.0,12.548
28.9,-23.713,-16.839,-6.875,0.823,22.0,12.548
28.95,-24.562,-17.654,-6.908,0.575,22.0,12.548
29.0,-25.38,-18.701,-6.679,1.116,22.0,12.548
29.05,-26.164,-19.764,-6.4,0.915,22.0,12.547
29.1,-26.914,-20.663,-6.251,0.624,22.0,12.547
29.15,-27.626,-21.618,-6.008,0.879,22.0,12.547
29.2,-28.3,-22.439,-5.86,0.6,22.0,12.547
29.25,-28.933,-23.364,-5.569,0.904,22.0,12.547
29.3,-29.524,-24.275,-5.249,0.782,22.0,12.547
29.35,-30.072,-25.217,-4.855,0.844,22.0,12.547
29.4,-30.576,-26.114,-4.462,0.74,22.0,12.547
29.45,-31.035,-26.803,-4.232,0.433,22.0,12.547
29.5,-31.448,-27.497,-3.951,0.647,22.0,12.547
29.55,-31.815,-28.763,-3.051,1.601,22.0,12.546
29.6,-32.135,-29.421,-2.713,0.28,22.0,12.546
29.65,-32.408,-30.101,-2.307,0.651,22.0,12.546
29.7,-32.635,-30.482,-2.153,0.171,22.0,12.546
29.75,-32.815,-31.114,-1.701,0.844,22.0,12.546
29.8,-32.95,-31.574,-1.376,0.308,22.0,12.546
29.85,-33.039,-32.071,-0.968,0.538,22.0,12.546
29.9,-33.084,-32.414,-0.67,0.244,22.0,12.546
29.95,-33.086,-32.944,-0.142,0.709,22.0,12.546
30.0,-33.045,-33.334,0.289,0.289,22.0,12.546
